Customer Key,Original Name,Master Customer Name,Industrial Group,Industry Detail,NAICS,Method,Status,Confidence,Rationale,Support Category,Company Website,Source
LV990411SERV_GP,Satco,Satco,Manufacturing,Unit Load Device Mfg (Aerospace),332439,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,satco-inc.com,SERV_GP
CN991811SERV_GP,Savor Seasonings,Savor Seasonings,Manufacturing,Custom Spices / Food Ingredients,311942,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,savorseasonings.com,SERV_GP
LX990354SERV_GP,Sayre School,Sayre School,Public Schools (K–12),Private school,6111,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
LV990388SERV_GP,Sazerac Of Indiana Llc,Sazerac of Indiana,Manufacturing,Beverage manufacturing,3121,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
TN992227SERV_GP,"Scenic Industries, Llc",Scenic Industries,Manufacturing,Machining & Fabrication,332710,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,scenicind.com,SERV_GP
TN991950SERV_GP,Scgiv - Karch'S Crossing Llc,Scgiv Karchs Crossing,Commercial Real Estate,Property entities,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
TN992025SERV_GP,Scgix-Harvest Towne Llc,Scgixharvest Towne,Commercial Real Estate,Property entities,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
TN991713SERV_GP,"Scgvi - Washington Market, Llc",Scgvi Washington Market,Commercial Real Estate,Property entities,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
TN992209SERV_GP,"Schaad Commercial Investments, Sci",Schaad Companies,Commercial Real Estate,Real Estate Development / Mgmt,531110,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,schaadcompanies.com,SERV_GP
TN992056SERV_GP,Schaad Companies,Schaad Companies,Commercial Real Estate,Real Estate Development / Mgmt,531110,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,schaadcompanies.com,SERV_GP
CN991996SERV_GP,"Schenker Logistics, Suite A",Schenker Logistics Suite a,Commercial Services,Logistics,4931,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
SCHUELERMECH_GP,Schueler Group Construction,Schueler Group Construction,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Schueler Group Construction'),,,MECH_GP
CN930068SERV_GP,Schumacher Dugan,Schumacher Dugan,Construction,General Contractor,236220,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,schumacher-dugan.com,SERV_GP
SCHUMECH_GP,Schumacher Dugan Construction,Schumacher Dugan Construction,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Schumacher Dugan Construction'),,,MECH_GP
TN992216SERV_GP,Sci C/O Nai Koella Rm Moore,Sci,Commercial Real Estate,Real Estate Investment / Brokerage,531312,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,koellamoore.com,SERV_GP
TN992202SERV_GP,Scos C/O Nai,Scos,Unknown / Needs Review,Unidentified,,Unclassified,Final,High,Analyst-approved override (method: Unclassified),,,SERV_GP
LV990150SERV_GP,Seagrove Properties,Seagrove Properties,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Seagrove Properties'),,,SERV_GP
SEAPINE SOFTWARMECH_GP,Seapine Software,Seapine Software,Commercial Services,Software,5112,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,MECH_GP
SEHLHORST EQUIPMECH_GP,Sehlhorst Equipment Services,Sehlhorst Equipment Services,Commercial Services,Equipment services,8113,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,MECH_GP
WV990255SERV_GP,Sentinel Amazon I Llc,Sentinel Amazon I,Commercial Real Estate,Industrial property entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
TN992093SERV_GP,Sequojah Hills Presbyterian Church,Sequojah Hills Presbyterian Church,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Sequojah Hills Presbyterian Church'),,,SERV_GP
CN991820SERV_GP,Serta Simmons Bedding,Serta Simmons Bedding,Manufacturing,Mattress Manufacturing,337910,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,sertasimmons.com,SERV_GP
TF990006SERV_GP,Service Management Systems,Service Management Systems,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Service Management Systems'),,,SERV_GP
CN991148SERV_GP,Service Wholesale Inc.,Service Wholesale,Commercial Services,Wholesale distribution,423,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
SERVICE WHOLESAMECH_GP,"Service Wholesale, Inc",Service Wholesale,Commercial Services,Wholesale distribution,423,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,MECH_GP
TN992092SERV_GP,Sese Industrial Services Us Corp,Sese Industrial Services US,Commercial Services,Industrial services,5617,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
SEVEN HILLS SCHMECH_GP,Seven Hills School,Seven Hills School,Public Schools (K–12),Private school,6111,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,MECH_GP
TN992034SERV_GP,"Sevierville Forks Partners, Llc",Sevierville Forks Partners,Commercial Services,Business Services,,Heuristic,,Low,"Matched weak business-services signal; Weak-signal best guess (evidence: 'Sevierville Forks Partners, Llc')",,,SERV_GP
DY991134SERV_GP,Sew Eurodrive,Sew Eurodrive,Manufacturing,Drive Technology Mfg,333612,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,sew-eurodrive.com,SERV_GP
IN990510SERV_GP,Shares Inc,Shares,Non-Profit / Religious,Vocational Rehabilitation,624310,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,sharesinc.com,SERV_GP
CN992126SERV_GP,Sharonville Chamber Of Commerce,Sharonville Chamber of Commerce,Non-Profit / Religious,Chamber of commerce,8139,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
LV990469SERV_GP,Shaub Construction Company Inc,Shaub Construction,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Shaub Construction Company Inc'),,,SERV_GP
CN992047SERV_GP,"Shaw Industries Group, Inc",Shaw Industries Group,Manufacturing,Flooring manufacturing,3141,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
TN992162SERV_GP,Shaw Plant Ij,Shaw Plant Ij,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Shaw Plant Ij'),,,SERV_GP
LV990459SERV_GP,Shelbyky Tourism Commission & Visitors Bureau,Shelbyky Tourism Commission and Visitors Bureau,Non-Profit / Religious,Tourism bureau,8139,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
SHERWINMECH_GP,Sherwin Williams,Sherwin Williams,Manufacturing,Paint/coatings manufacturing,3255,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,MECH_GP
CN991901SERV_GP,"Sherwood Midwest, Llc",Sherwood Midwest,Manufacturing,Mattress Manufacturing,337910,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,sherwoodbedding.com,SERV_GP
NV00168SERV_GP,Shoals Technologies Group,Shoals Technologies Group,Manufacturing,Electrical components,3359,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
TN992115SERV_GP,"Shoffner Kalthoff Mes, Inc.",Shoffner Kalthoff Mes,Construction,Mechanical/Electrical services,2382,Heuristic,Final,High,Analyst-approved override (method: Heuristic),Mechanical Contractor,,SERV_GP
"SHOOK, INC.MECH_GP","Shook, Inc.",Shook,Construction,Commercial Construction,236220,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,shookconstruction.com,MECH_GP
CN991481SERV_GP,Shoot Point Blank,Shoot Point Blank,Commercial Services,Indoor Shooting Range,713990,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,rangeusa.com,SERV_GP
DY990934SERV_GP,Shoot Point Blank,Shoot Point Blank,Commercial Services,Indoor Shooting Range,713990,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,rangeusa.com,SERV_GP
CN991837SERV_GP,"Sibcy Cline, Inc.",Sibcy Cline,Commercial Services,Real estate services,5312,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
LV990093SERV_GP,Siemens Mobility Inc,Siemens Mobility,Manufacturing,Rail systems/equipment,3365,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
TF990007SERV_GP,Sigs Sportsplex,Sigs Sportsplex,Commercial Services,Sports facility,7139,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
LX990394SERV_GP,Sika Automotive Kentucky Llc,Sika Automotive Kentucky,Manufacturing,Automotive chemicals/adhesives,3255,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
CN992204SERV_GP,Silco Fire & Security Cincinnati,Silco Fire and Security,Construction,Fire/security systems contractor,2382,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,SERV_GP
DY991061SERV_GP,Silco Fire And Security - Centerville,Silco Fire and Security,Construction,Fire/security systems contractor,2382,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,SERV_GP
CN992010SERV_GP,Simply Power Yoga,Simply Power Yoga,Utilities,,22,Rule-Based,,High,Matched utility keyword; Deterministic keyword/pattern match (evidence: 'Simply Power Yoga'),,,SERV_GP
LX990423SERV_GP,Sims Metal,Sims Metal,Manufacturing,Scrap metal processing,4239,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
IN990419SERV_GP,Singleton Companies,Singleton Companies,Commercial Real Estate,Commercial Real Estate Mgmt,531120,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,singletoncompanies.com,SERV_GP
NV15108SERV_GP,Sinomax East Inc,Sinomax East,Manufacturing,Foam/furnishings manufacturing,337,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
CN992324SERV_GP,Skeens Warehouse Services,Skeens Warehouse Services,Commercial Services,Warehousing,4931,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
LX990433SERV_GP,Ski Holdings Llc Dba Two Maids Of Lexington,Ski Holdings Dba Two Maids of Lexington,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Ski Holdings Llc Dba Two Maids Of Lexington'),,,SERV_GP
LX990444SERV_GP,Skico Llc,Skico,Unknown / Needs Review,Unidentified,,Unclassified,Final,High,Analyst-approved override (method: Unclassified),,,SERV_GP
SKILLED TRADESMECH_GP,Skilled Trades,Skilled Trades,Commercial Services,Staffing/trades services,5613,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,MECH_GP
CN992295SERV_GP,Skyline Chili,Skyline Chili,Commercial Services,Restaurant,7225,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,SERV_GP
TN991231SERV_GP,Sl Tennessee Llc,Sl Tennessee,Manufacturing,Automotive Parts Mfg,336320,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,slworld.com,SERV_GP
TN992226SERV_GP,Slamdot,Slamdot,Commercial Services,IT services,5415,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
IN990284SERV_GP,"Sleep Outfitters Outlet, Llc",Sleep Outfitters Outlet,Commercial Services,Furniture retail,4421,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,SERV_GP
CN991987SERV_GP,Slice Of Stainless,Slice of Stainless,Manufacturing,Metal fabrication,3323,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
IN990320SERV_GP,Smart Technologies Ulc,Smart Technologies Ulc,Commercial Services,EdTech/technology,5112,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
IN990181SERV_GP,Smc Corporation Of America,Smc of America,Manufacturing,Industrial automation components,3339,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
LX990434SERV_GP,Smobee,Smobee,Unknown / Needs Review,Unidentified,,Unclassified,Final,High,Analyst-approved override (method: Unclassified),,,SERV_GP
NV00010SERV_GP,Sms Holdings Corporation,Sms Holdings,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Sms Holdings Corporation'),,,SERV_GP
SMURFIT STONEMECH_GP,Smurfit-Stone Corporation,Smurfitstone,Manufacturing,Packaging/paper,3222,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,MECH_GP
IN990267SERV_GP,"Snyder'S Lance, Inc",Snyders Lance,Manufacturing,Food manufacturing,311,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
WV990187SERV_GP,Soaring Eagle Lodge Master Association,Soaring Eagle Lodge Master Association,Commercial Services,Hospitality,72,Rule-Based,,High,Matched hospitality keyword; Deterministic keyword/pattern match (evidence: 'Soaring Eagle Lodge Master Association'),Hospitality,,SERV_GP
TN991763SERV_GP,"Sobieski, John",Sobieski John,Individual / Misc,,,Rule-Based,,High,"Matched personal-name pattern; Deterministic keyword/pattern match (evidence: 'Sobieski, John')",,,SERV_GP
NV15034SERV_GP,Soho House Nashville,Soho House Nashville,Commercial Services,Private club/hospitality,7211,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,SERV_GP
DY991026SERV_GP,Solid Blend Technologies,Solid Blend Technologies,Commercial Services,Water Treatment Services,561210,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,solidblendtechnologies.com,SERV_GP
SOL-TECHMECH_GP,Sol-Tech,Soltech,Commercial Services,Industrial Equipment Rep / Sales,423830,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,sol-techgroup.com,MECH_GP
CN991795SERV_GP,Sonoco Corrflex,Sonoco Corrflex,Manufacturing,Packaging products,3222,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
TN991321SERV_GP,Sonoco Flexible,Sonoco Flexible,Manufacturing,Packaging products,3222,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
WV990279SERV_GP,South Charleston Santiary Board,South Charleston Santiary Board,Commercial Services,Municipal utility board,2213,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
TN992055SERV_GP,South Coast Managment Llc C/O Karch'S Crossing,South Coast Managment,Commercial Services,Property management (unclear),5313,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
NV15111SERV_GP,South Tn Regional Pulaski C/O Jones Lang Lasalle Americas Inc,Southern Tennesee Regional,Healthcare / Senior Living,,,Manual Override,Final,High,Human-reviewed override,,,SERV_GP
NV15113SERV_GP,South Tn Regional Pulaski C/O Jones Lang Lasalle Americas Inc,Southern Tennesee Regional,Healthcare / Senior Living,,,Manual Override,Final,High,Human-reviewed override,,,SERV_GP
NV15114SERV_GP,South Tn Regional Pulaski C/O Jones Lang Lasalle Americas Inc,Southern Tennesee Regional,Healthcare / Senior Living,,,Manual Override,Final,High,Human-reviewed override,,,SERV_GP
NV15110SERV_GP,South Tn Regional Sewanee C/O Jones Lang Lasalle Americas Inc,Southern Tennesee Regional,Healthcare / Senior Living,,,Manual Override,Final,High,Human-reviewed override,,,SERV_GP
SOU001SERV_GP,South Western Communications,South Western Communications,Commercial Services,Security & Comm Solutions,561621,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,swc.net,SERV_GP
LX990389SERV_GP,Southeastern Environmental Solutions,Southeastern Environmental Solutions,Commercial Services,Environmental services,5629,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
TN991831SERV_GP,Southern Bank Of Tennessee,Southern Bank of Tennessee,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'Southern Bank Of Tennessee'),,,SERV_GP
DY991073SERV_GP,Southern Ohio Brewing,Southern Ohio Brewing,Commercial Services,Brewery/taproom,3121,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,SERV_GP
NV15087SERV_GP,Southern Tn Regional Health System,Southern TN Regional Health System,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Southern Tn Regional Health System'),,,SERV_GP
TN992105SERV_GP,Sparkz Inc,Sparkz,Commercial Services,Recreation/entertainment (unclear),7139,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
IN990449SERV_GP,Spartech Llc,Spartech,Manufacturing,Plastics manufacturing,3261,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
CN991962SERV_GP,Spca Cincinnati,Spca Cincinnati,Non-Profit / Religious,Animal nonprofit,8133,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
LX950155SERV_GP,Speedway Superamerica Llc,Speedway Superamerica,Commercial Services,Convenience/fuel retail,4471,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,SERV_GP
CN991411SERV_GP,"Spiraledge, Dba Swimoutlet.Com",Spiraledge Dba Swimoutletcom,Commercial Services,E-commerce retail,4541,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
IN990350SERV_GP,Spohn Global Enterprises Llc,Spohn Global Enterprises,Commercial Services,Specialty Online Retail,454110,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,spohnglobal.com,SERV_GP
CN992246SERV_GP,Spring Grove Cemetery,Spring Grove Cemetery,Non-Profit / Religious,Cemetery (often nonprofit),8122,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
NV15018SERV_GP,Spring Hill Surgery Center Llc,Spring Hill Surgery Center,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Spring Hill Surgery Center Llc'),,,SERV_GP
CN992189SERV_GP,Springfield Museum Of Art,Springfield Museum of Art,Non-Profit / Religious,Arts nonprofit,7121,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
DY991066SERV_GP,Springs Window Fashions Llc,Springs Window Fashions,Manufacturing,Window coverings manufacturing,337,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
TN992157SERV_GP,Spt Ivey Dowell Springs Mob Llc C/O Flagship Helathcare Properti,Flagship Healthcare Properties,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Flagship Healthcare Properties'),,,SERV_GP
TN992156SERV_GP,Spt Ivey Old Weisgarber Mob Llc C/O Flagship Healthcare Properti,Flagship Healthcare Properties,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Flagship Healthcare Properties'),,,SERV_GP
LV990466SERV_GP,Square Roots Urban Growers,Square Roots Urban Growers,Commercial Services,Urban agriculture,1114,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
SSB MANUFACTURIMECH_GP,Ssb Manufacturing Company,Ssb Manufacturing,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Ssb Manufacturing Company'),,,MECH_GP
NV15088SERV_GP,Sssb Llc,Sssb,Unknown / Needs Review,Unidentified,,Unclassified,Final,High,Analyst-approved override (method: Unclassified),,,SERV_GP
ST AGNESMECH_GP,St Agnes Church,St Agnes Church,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'St Agnes Church'),,,MECH_GP
TN992046SERV_GP,St Dominics Catholic Church,St Dominics Catholic Church,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'St Dominics Catholic Church'),,,SERV_GP
ST ELIZABETHMECH_GP,St Elizabeth Healthcare,St Elizabeth Healthcare,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'St Elizabeth Healthcare'),,,MECH_GP
DY991083SERV_GP,St Henry Parish,St Henry Parish,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'St Henry Parish'),,,SERV_GP
TN992126SERV_GP,St Mary'S Parish,St Marys Parish,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'St Mary'S Parish'),,,SERV_GP
DY991086SERV_GP,St Rita Catholic Church,St Rita Catholic Church,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'St Rita Catholic Church'),,,SERV_GP
ST VINCENTMECH_GP,St Vincent Ferrer Church,St Vincent Ferrer Church,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'St Vincent Ferrer Church'),,,MECH_GP
CN930097SERV_GP,St. Agnes Church,St Agnes Church,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'St Agnes Church'),,,SERV_GP
STB001SERV_GP,St. Bartholomew'S Church,St Bartholomews Church,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'St. Bartholomew'S Church'),,,SERV_GP
ST. JAMESMECH_GP,St. James The Greater Parish,St James the Greater Parish,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'St. James The Greater Parish'),,,MECH_GP
CN991452SERV_GP,St. Joseph School,St Joseph School,Public Schools (K–12),Private/parochial school,6111,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
LX940116SERV_GP,St. Luke Catholic Church,St Luke Catholic Church,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'St. Luke Catholic Church'),,,SERV_GP
LV990449SERV_GP,St. Michael Greek Orthodox Church,St Michael Greek Orthodox Church,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'St. Michael Greek Orthodox Church'),,,SERV_GP
CN990558SERV_GP,St. Walburg Monastery,St Walburg Monastery,Non-Profit / Religious,Religious organization,8131,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
CN991794SERV_GP,"Stag Hebron, Llc C/O Colliers International",Colliers,Commercial Real Estate,Property Management / Brokerage,5313,Entity Inference,,Medium,Matched known entity 'COLLIERS'; Known/recognized entity mapping (evidence: 'Colliers'),,,SERV_GP
CN992304SERV_GP,Stag Industrial Llc C/O Jll Property Management,JLL Property Management,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'JLL Property Management'),,,SERV_GP
CN992243SERV_GP,Standex Electronics Inc,Standex Electronics,Manufacturing,Electronics manufacturing,3344,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
TN992097SERV_GP,Status Dough,Status Dough,Commercial Services,(listed above; may remain Retail/Hospitality),7225,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
WV990263SERV_GP,Steak Escape,Steak Escape,Commercial Services,Restaurant,7225,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,SERV_GP
STE001SERV_GP,Steel Summit Tennessee,Steel Summit Tennessee,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Steel Summit Tennessee'),,,SERV_GP
STEPMECH_GP,Step Resources,Step Resources,Unknown / Needs Review,Unidentified,,Unclassified,Final,High,Analyst-approved override (method: Unclassified),,,MECH_GP
WV990200SERV_GP,Steptoe & Johnson Pllc,Steptoe and Johnson PLLC,Commercial Services,Legal services,5411,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
CN991974SERV_GP,Steris,Steris,Manufacturing,Medical equipment manufacturing,3391,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
STEVEN SCHAEFERMECH_GP,Steven Schaefer & Associates,Steven Schaefer and Associates,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Steven Schaefer & Associates'),,,MECH_GP
CN992134SERV_GP,Stewart Title Company Of Cincinnati,Stewart Title of Cincinnati,Commercial Services,Title/settlement services,5411,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
IN990381SERV_GP,Stitchfix,Stitchfix,Commercial Services,E-commerce retail,4541,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,SERV_GP
STOERMER ANDERSMECH_GP,"Stoermer-Anderson, Inc",Stoermeranderson,Commercial Services,HVAC Manufacturer Rep,423730,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,stoermer-anderson.com,MECH_GP
TN991408SERV_GP,Stokely Hospitality Enterprises,Stokely Hospitality Enterprises,Commercial Services,Hospitality operator,7211,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
TN991789SERV_GP,Stonepeak Ceramics Inc,Stonepeak Ceramics,Manufacturing,Ceramic tile manufacturing,3271,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
CN991528SERV_GP,Stord Fullfillment,Stord Fullfillment,Commercial Services,E-commerce fulfillment,4931,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
CN992142SERV_GP,Storopack Inc Csc,Storopack Csc,Manufacturing,Protective packaging,3222,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
STOREPACKMECH_GP,"Storopack, Inc.",Storopack,Manufacturing,Protective packaging,3222,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,MECH_GP
TN992047SERV_GP,Strata Environmetal Services Inc,Strata Environmetal Services,Commercial Services,Environmental services,5629,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
IN990244SERV_GP,Strategic Capital Partners,Strategic Capital Partners,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Strategic Capital Partners'),,,SERV_GP
WV990312SERV_GP,Strieter Holdings Llc,Strieter Holdings,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Strieter Holdings Llc'),,,SERV_GP
IN990462SERV_GP,Sts Packaging Llc,Sts Packaging,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Sts Packaging Llc'),,,SERV_GP
LX990470SERV_GP,Sts. Peter & Paul Early Childhood Center,Sts Peter and Paul Early Childhood Center,Public Schools (K–12),Early childhood education,6244,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
LX990327SERV_GP,Sts. Peter & Paul Regional Catholic School,Sts Peter and Paul Regional Catholic School,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Sts. Peter & Paul Regional Catholic School'),,,SERV_GP
STURMELECTRICMECH_GP,Sturm Electric Inc.,Sturm Electric,Utilities,,22,Rule-Based,,High,Matched utility keyword; Deterministic keyword/pattern match (evidence: 'Sturm Electric Inc.'),,,MECH_GP
